,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,-9999
2704,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,32,1984,34,3060,90,89.5,34.0,34,,34,0,,4,1.50,53,50,+3,+0.09,+1.84,50.0,53.4,-3.4,-0.10,+0.75,Matches,b6ca47a2
2705,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,26,1991,2,180,90,5.3,2.0,2,,2,0,,36,0.00,1,7,-6,-3.00,-1.83,0.7,4.1,-3.5,-1.73,-0.79,Matches,0d422df7
2706,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,22,1995,38,2998,79,87.7,33.3,36,,23,2,,0,1.50,48,41,+7,+0.21,0.00,46.2,35.7,+10.4,+0.31,-0.39,Matches,343c0d52
2707,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,21,1996,6,318,53,9.3,3.5,3,,3,3,,6,1.67,6,9,-3,-0.85,-0.36,4.6,5.6,-0.9,-0.26,+0.35,Matches,65e4dede
2708,Stefan Simić,cz CZE,DF,Crotone,it Serie A,22,1995,9,555,62,16.2,6.2,6,,5,3,,17,0.89,5,11,-6,-0.97,-0.34,4.8,9.9,-5.1,-0.83,-0.24,Matches,b5365398
2709,David Simón,es ESP,DF,Las Palmas,es La Liga,28,1988,11,721,66,21.1,8.0,6,89,5,5,37,8,0.36,3,19,-16,-2.00,-0.86,8.8,13.1,-4.3,-0.54,+0.39,Matches,251336da
2710,Unai Simón,es ESP,GK,Athletic Club,es La Liga,20,1997,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches,5dcf3e90
2711,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,30,1987,28,2306,82,67.4,25.6,27,,20,1,,2,1.36,40,41,-1,-0.04,+0.20,32.7,31.3,+1.4,+0.05,+0.01,Matches,3201b03d
2712,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,20,1996,1,71,71,2.1,0.8,1,,0,0,,16,0.00,0,2,-2,-2.54,-2.16,0.2,1.0,-0.7,-0.93,-0.40,Matches,76fa5f80
2713,Josh Sims,eng ENG,FWMF,Southampton,eng Premier League,20,1997,6,163,27,4.8,1.8,1,,0,5,,4,0.50,1,2,-1,-0.55,-0.05,1.8,1.1,+0.7,+0.38,+0.55,Matches,6d6f09dc
2714,Jerome Sinclair,eng ENG,MFFW,Watford,eng Premier League,20,1996,4,31,8,0.9,0.3,0,,0,4,,9,0.75,1,2,-1,-2.90,-2.40,1.9,1.5,+0.4,+1.27,+1.46,Matches,1695c659
2715,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,28,1989,33,2193,66,64.1,24.4,27,77,10,6,18,0,1.27,25,23,+2,+0.08,+0.01,30.0,25.2,+4.8,+0.20,+0.28,Matches,0fe7f7bc
2716,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,28,1988,24,2057,86,60.1,22.9,24,86,19,0,,3,1.08,18,27,-9,-0.39,+0.13,26.9,27.6,-0.7,-0.03,+0.42,Matches,92d38e6c
2717,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,29,1988,5,435,87,14.2,4.8,4,,4,1,,29,0.60,3,10,-7,-1.45,-1.52,5.7,8.0,-2.4,-0.49,-0.54,Matches,0d8a37c2
2718,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,30,1987,37,3330,90,97.4,37.0,37,,37,0,,1,1.38,52,45,+7,+0.19,-0.81,44.8,45.6,-0.8,-0.02,+0.22,Matches,10dc46f0
2719,Mamadou Sissako,fr FRA,FW,Troyes,fr Ligue 1,21,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,0dfe32e9
2720,Moussa Sissoko,fr FRA,MFFW,Tottenham,eng Premier League,27,1989,32,1386,43,40.5,15.4,15,,6,17,,5,2.09,27,18,+9,+0.58,-0.70,25.1,12.5,+12.6,+0.81,-0.01,Matches,2acd49b9
2721,Pione Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,22,1995,34,2517,74,73.6,28.0,31,79,10,3,26,3,1.35,47,38,+9,+0.32,+1.32,39.0,41.9,-2.9,-0.10,-0.36,Matches,fd9c4805
2722,Antonio Sivera,es ESP,GK,Alavés,es La Liga,20,1996,1,62,62,1.8,0.7,1,62,0,0,,34,0.00,0,0,0,0.00,+0.27,0.0,0.6,-0.5,-0.76,-0.31,Matches,9970da54
2723,Maxime Sivis,fr FRA,DF,Angers,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,6d7f8e2a
2724,Jiří Skalák,cz CZE,FWMF,Brighton,eng Premier League,25,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,beaec218
2725,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,22,1995,35,3049,87,89.2,33.9,35,87,32,0,,0,1.40,33,28,+5,+0.15,+0.63,37.8,35.3,+2.5,+0.07,-0.20,Matches,c2211709
2726,Łukasz Skorupski,pl POL,GK,Roma,it Serie A,26,1991,1,90,90,2.6,1.0,1,,1,0,,37,3.00,1,0,+1,+1.00,+0.14,1.2,1.2,0.0,+0.01,-0.70,Matches,ab4449d6
2727,Milan Škriniar,sk SVK,DF,Inter,it Serie A,22,1995,38,3420,90,100.0,38.0,38,,38,0,,0,1.89,66,30,+36,+0.95,,56.7,37.2,+19.6,+0.52,,Matches,30f5ffa9
2728,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,29,1988,12,249,21,7.3,2.8,2,,1,10,,7,1.00,4,3,+1,+0.36,+0.50,3.3,2.6,+0.7,+0.26,+0.23,Matches,ffec9769
2729,Islam Slimani,dz ALG,FW,Newcastle Utd,eng Premier League,29,1988,4,132,33,3.9,1.5,1,,0,3,,0,1.50,2,1,+1,+0.68,+0.93,2.0,0.9,+1.1,+0.75,+1.07,Matches,ffec9769
2730,Naïm Sliti,tn TUN,FWMF,Dijon,fr Ligue 1,25,1992,31,2290,74,67.0,25.4,26,83,14,5,27,1,1.16,35,46,-11,-0.43,+0.13,29.3,44.5,-15.2,-0.60,-0.05,Matches,2e0367a6
2731,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,27,1989,29,2536,87,74.2,28.2,28,,28,1,,6,2.07,46,24,+22,+0.78,-1.05,36.2,32.7,+3.5,+0.12,-1.05,Matches,b6964eb6
2732,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,45f6f52b
2733,Adam Smith,eng ENG,DFMF,Bournemouth,eng Premier League,26,1991,27,2071,77,60.6,23.0,22,,20,5,,1,1.07,24,38,-14,-0.61,-0.47,21.9,35.9,-14.0,-0.61,-0.18,Matches,20b104bc
2734,Brad Smith,au AUS,DFMF,Bournemouth,eng Premier League,23,1994,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches,c76c717c
2735,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,25,1992,24,1904,79,55.7,21.2,21,,15,3,,12,0.96,15,31,-16,-0.76,+0.07,15.5,27.6,-12.1,-0.57,-0.27,Matches,e9208654
2736,Wesley Sneijder,nl NED,MFFW,Nice,fr Ligue 1,33,1984,5,399,80,11.7,4.4,4,89,3,1,45,1,0.80,4,8,-4,-0.90,-1.05,4.8,7.4,-2.6,-0.59,-0.66,Matches,ad625c12
2737,Cédric Soares,pt POR,DF,Southampton,eng Premier League,25,1991,32,2794,87,81.7,31.0,32,,29,0,,0,1.00,31,44,-13,-0.42,+0.44,33.5,35.2,-1.7,-0.06,+0.46,Matches,839c14e1
2738,Ramadan Sobhi,eg EGY,MFFW,Stoke City,eng Premier League,20,1997,24,1238,52,36.2,13.8,12,,5,12,,12,0.88,9,30,-21,-1.53,-1.03,11.2,21.9,-10.6,-0.77,-0.14,Matches,98be0d02
2739,Rubén Sobrino,es ESP,FWMF,Alavés,es La Liga,25,1992,28,1466,52,42.9,16.3,15,82,9,13,18,2,1.04,16,25,-9,-0.55,-0.51,15.0,28.4,-13.4,-0.82,-0.63,Matches,19b776e9
2740,Enrique Sola,es ESP,FW,Athletic Club,es La Liga,31,1986,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,bef2e50e
2741,Dominic Solanke,eng ENG,FW,Liverpool,eng Premier League,19,1997,21,596,28,17.4,6.6,5,,3,16,,14,2.00,11,4,+7,+1.06,-0.19,12.6,4.6,+8.0,+1.21,+0.22,Matches,e77dc3b2
2742,Carlos Soler,es ESP,MF,Valencia,es La Liga,20,1997,33,2365,72,69.2,26.3,27,82,11,6,24,0,2.03,46,21,+25,+0.95,+0.78,40.4,30.0,+10.4,+0.40,+0.63,Matches,fed17f5a
2743,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,0670ee51
2744,Somália,br BRA,MFFW,Toulouse,fr Ligue 1,28,1988,27,2002,74,58.5,22.2,23,81,11,4,35,2,1.04,19,31,-12,-0.54,-0.29,23.8,31.2,-7.5,-0.34,-0.39,Matches,c1febb46
2745,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,28,1988,30,2625,88,85.8,29.2,30,,29,0,,0,1.47,44,42,+2,+0.07,+1.52,45.5,43.9,+1.5,+0.05,+0.54,Matches,420c18a1
2746,Kévin Soni,cm CMR,MF,Girona,es La Liga,19,1998,2,19,10,0.6,0.2,0,,0,2,10,0,0.00,0,2,-2,-9.47,-9.29,0.1,0.8,-0.8,-3.70,-3.73,Matches,6435143e
2747,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,33,1983,29,2610,90,76.3,29.0,29,90,29,0,,6,1.28,40,41,-1,-0.03,+1.08,35.8,36.1,-0.3,-0.01,+0.35,Matches,7768df30
2748,Oliver Sorg,de GER,DFMF,Hannover 96,de Bundesliga,27,1990,22,1687,77,55.1,18.7,20,,12,2,,10,1.00,26,39,-13,-0.69,-0.89,23.5,32.0,-8.5,-0.46,-0.30,Matches,541cdd20
2749,David Soria,es ESP,GK,Sevilla,es La Liga,24,1993,15,1264,84,37.0,14.0,15,84,14,0,,21,1.67,20,19,+1,+0.07,+0.49,21.6,21.3,+0.4,+0.03,-0.17,Matches,8f8c6934
2750,Juan Soriano,es ESP,GK,Sevilla,es La Liga,19,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,5512b1a9
2751,Roberto Soriano,it ITA,MFFW,Villarreal,es La Liga,26,1991,22,1139,52,33.3,12.7,11,74,4,11,29,2,1.50,13,18,-5,-0.40,-0.87,15.6,20.9,-5.3,-0.42,-0.62,Matches,9d4c45d6
2752,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,38,1979,38,3420,90,100.0,38.0,38,,38,0,,0,1.05,36,59,-23,-0.61,,34.1,55.2,-21.2,-0.56,,Matches,048877f5
2753,Daniel Sotres,es ESP,GK,Celta Vigo,es La Liga,24,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,0a02a8fa
2754,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,94816803
2755,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,27,1990,1,9,9,0.3,0.1,0,,0,1,,16,3.00,0,0,0,0.00,+0.26,0.0,0.0,0.0,0.00,-0.14,Matches,46b5375e
2756,Rayan Souici,fr FRA,MF,Saint-Étienne,fr Ligue 1,19,1998,1,12,12,0.4,0.1,0,,0,1,12,2,3.00,0,0,0,0.00,+0.08,0.0,0.1,-0.1,-0.50,-0.42,Matches,e3ad3368
2757,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,25,1992,14,1192,85,34.9,13.2,14,85,11,0,,3,1.07,15,26,-11,-0.83,-0.22,11.7,20.4,-8.7,-0.66,-0.15,Matches,7b075c75
2758,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,18,1999,14,511,37,14.9,5.7,3,90,3,11,22,17,1.00,6,9,-3,-0.53,+0.18,4.7,8.3,-3.6,-0.62,-0.07,Matches,ae59b359
2759,Samuel Souprayen,fr FRA,DF,Hellas Verona,it Serie A,28,1989,22,1582,72,46.3,17.6,19,,14,3,,15,0.59,8,37,-29,-1.65,-0.72,13.4,34.0,-20.6,-1.17,-0.36,Matches,f7c9fcd6
2760,Arnaud Souquet,fr FRA,DF,Nice,fr Ligue 1,25,1992,29,2415,83,70.6,26.8,27,88,25,2,16,2,1.55,41,37,+4,+0.15,+0.42,37.8,34.1,+3.6,+0.14,+0.48,Matches,4e0afc5d
2761,Harry Souttar,au AUS,DF,Stoke City,eng Premier League,18,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,0a6cb1b1
2762,Çağlar Söyüncü,tr TUR,DF,Freiburg,de Bundesliga,21,1996,26,2153,83,70.4,23.9,25,,22,1,,3,1.00,18,36,-18,-0.75,-0.16,23.7,30.6,-6.9,-0.29,-0.33,Matches,21166ff4
2763,Luca Sparandeo,it ITA,DF,Benevento,it Serie A,17,1999,1,32,32,0.9,0.4,0,,0,1,,8,0.00,0,1,-1,-2.81,-1.48,0.3,0.8,-0.5,-1.46,-0.55,Matches,dfbb3234
2764,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,38,1979,11,990,90,28.9,11.0,11,,11,0,,18,1.27,16,14,+2,+0.18,+0.63,17.6,11.4,+6.1,+0.56,+0.59,Matches,8e65a5e5
2765,Leonardo Spinazzola,it ITA,DF,Atalanta,it Serie A,24,1993,18,1503,84,43.9,16.7,17,,13,1,,2,1.50,26,19,+7,+0.42,-0.10,29.2,16.5,+12.8,+0.76,+0.07,Matches,3626daea
2766,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,34,1983,21,1798,86,52.6,20.0,20,,18,1,,3,1.24,14,15,-1,-0.05,+0.45,22.7,19.7,+3.0,+0.15,+0.27,Matches,9a560ebe
2767,Marco Sportiello,it ITA,GK,Fiorentina,it Serie A,25,1992,37,3202,87,93.6,35.6,37,,35,0,,0,1.54,51,38,+13,+0.37,+2.43,52.6,37.4,+15.1,+0.43,+1.03,Matches,ac4003af
2768,Bassem Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,20,1997,26,870,33,25.4,9.7,10,70,1,16,11,9,1.23,11,12,-1,-0.10,-0.17,11.1,10.1,+1.1,+0.11,+0.16,Matches,84549a07
2769,Kostas Stafylidis,gr GRE,DFMF,Stoke City,eng Premier League,23,1993,5,335,67,9.8,3.7,4,,3,1,,1,0.40,2,6,-4,-1.07,-0.23,1.9,5.6,-3.7,-1.00,-0.34,Matches,861e0116
2770,Kostas Stafylidis,gr GRE,FWDF,Augsburg,de Bundesliga,23,1993,2,33,17,1.1,0.4,0,,0,2,,6,1.50,0,0,0,0.00,+0.09,0.0,0.5,-0.5,-1.29,-1.40,Matches,861e0116
2771,Benjamin Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,26,1990,28,2197,78,71.8,24.4,24,,22,4,,4,2.00,41,29,+12,+0.49,+0.07,37.7,28.9,+8.8,+0.36,+0.59,Matches,5939baa2
2772,Junior Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,27,1989,19,1286,68,37.6,14.3,17,,5,2,,0,1.00,18,22,-4,-0.28,+0.23,14.0,24.2,-10.2,-0.72,-0.28,Matches,6992791d
2773,Caleb Stanko,us USA,DF,Freiburg,de Bundesliga,24,1993,6,191,32,6.2,2.1,1,,1,5,,7,2.17,5,5,0,0.00,+0.75,5.1,2.1,+3.0,+1.43,+1.73,Matches,381e52af
2774,Niklas Stark,de GER,DFMF,Hertha BSC,de Bundesliga,22,1995,26,2210,85,72.2,24.6,25,,24,1,,3,1.38,27,26,+1,+0.04,+0.46,26.7,34.1,-7.3,-0.30,-0.54,Matches,aad48be9
2775,Tom Starke,de GER,GK,Bayern Munich,de Bundesliga,36,1981,2,180,90,5.9,2.0,2,,2,0,,26,3.00,2,0,+2,+1.00,-0.94,3.8,0.9,+3.0,+1.48,+0.20,Matches,5b52d1f7
2776,Timo Stavitski,fi FIN,MFFW,Caen,fr Ligue 1,18,1999,9,401,45,11.7,4.5,3,73,1,6,30,4,0.89,3,4,-1,-0.22,+0.49,3.6,6.6,-3.0,-0.67,-0.61,Matches,6fb7edd3
2777,Šimon Štefanec,sk SVK,MF,Hellas Verona,it Serie A,18,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,dff4a9fc
2778,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,25,1991,16,659,41,21.5,7.3,6,,3,10,,1,0.88,8,12,-4,-0.55,-0.25,6.3,13.4,-7.1,-0.97,-0.57,Matches,dd669209
2779,Maarten Stekelenburg,nl NED,GK,Everton,eng Premier League,34,1982,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches,fefce889
2780,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,21,1995,7,372,53,12.2,4.1,5,,0,2,,4,1.29,4,3,+1,+0.24,+0.28,3.4,4.2,-0.8,-0.19,-0.24,Matches,500cd987
2781,Pascal Stenzel,de GER,MFDF,Freiburg,de Bundesliga,21,1996,25,1941,78,63.4,21.6,21,,19,4,,6,1.12,20,36,-16,-0.74,-0.10,25.7,27.4,-1.7,-0.08,+0.31,Matches,99f7e9aa
2782,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,28,1989,36,3240,90,94.7,36.0,36,,36,0,,0,1.11,34,50,-16,-0.44,+1.56,34.9,48.1,-13.2,-0.37,-0.06,Matches,653ee42d
2783,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,23,1994,22,1980,90,57.9,22.0,22,,21,0,,5,0.86,19,33,-14,-0.64,-0.32,21.2,27.9,-6.7,-0.30,-0.39,Matches,6adbc307
2784,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,22,1995,22,713,32,20.8,7.9,6,,2,16,,13,1.18,12,13,-1,-0.13,+0.61,6.1,12.9,-6.8,-0.86,-0.38,Matches,7b536033
2785,Mariusz Stępiński,pl POL,FW,Nantes,fr Ligue 1,22,1995,1,1,1,0.0,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,+0.13,0.0,0.0,0.0,0.00,-0.10,Matches,7b536033
2786,Dujon Sterling,eng ENG,DF,Chelsea,eng Premier League,17,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,54dd7308
2787,Kazaiah Sterling,eng ENG,FW,Tottenham,eng Premier League,18,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,230255f5
2788,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,22,1994,33,2587,78,75.6,28.7,29,,19,4,,1,2.58,82,23,+59,+2.05,-0.11,63.1,17.1,+46.0,+1.60,+0.65,Matches,b400bde0
2789,Carl Stewart,eng ENG,MF,Watford,eng Premier League,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,9e5c080a
2790,Niclas Stierlin,de GER,MF,RB Leipzig,de Bundesliga,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ed523095
2791,Ognjen Stijepović,me MNE,FWMF,Sampdoria,it Serie A,17,1999,1,6,6,0.2,0.1,0,,0,1,,4,0.00,0,0,0,0.00,+0.11,0.0,0.0,0.0,-0.23,-0.05,Matches,80ad4216
2792,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,28,1988,31,2727,88,89.1,30.3,31,,27,0,,0,1.42,42,43,-1,-0.03,+1.05,46.7,43.7,+3.0,+0.10,+1.13,Matches,7cd6badb
2793,Valentin Stocker,ch SUI,MF,Hertha BSC,de Bundesliga,28,1989,3,52,17,1.7,0.6,0,,0,3,,4,0.67,0,0,0,0.00,+0.09,0.3,0.3,0.0,-0.06,+0.10,Matches,6b85f966
2794,Adrian Stoian,ro ROU,MFFW,Crotone,it Serie A,26,1991,32,2133,67,62.4,23.7,26,,8,6,,3,0.97,24,34,-10,-0.42,+0.70,19.5,34.5,-15.0,-0.63,0.00,Matches,4468b31a
2795,Alexander Stolz,de GER,GK,Hoffenheim,de Bundesliga,33,1983,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches,99cf1943
2796,John Stones,eng ENG,DF,Manchester City,eng Premier League,23,1994,18,1302,72,38.1,14.5,16,,11,2,,4,2.61,44,11,+33,+2.28,+0.33,30.7,8.5,+22.2,+1.54,+0.15,Matches,5eecec3d
2797,Marco Storari,it ITA,GK,Milan,it Serie A,40,1977,0,,,,,0,,0,0,,29,,,,,,,,,,,,Matches,fb5eb6e0
2798,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,22,1995,38,3420,90,100.0,38.0,38,,38,0,,0,1.89,89,49,+40,+1.05,,63.7,43.9,+19.9,+0.52,,Matches,339fe0e8
2799,Ivan Strinić,hr CRO,DF,Sampdoria,it Serie A,30,1987,17,1251,74,36.6,13.9,16,,10,1,,15,1.71,26,20,+6,+0.43,+0.85,18.8,23.2,-4.5,-0.32,-0.23,Matches,52e2ef8f
2800,Tobias Strobl,de GER,MF,M'Gladbach,de Bundesliga,27,1990,4,115,29,3.8,1.3,1,,0,3,,1,1.75,3,2,+1,+0.78,+0.97,2.0,2.2,-0.2,-0.13,-0.11,Matches,17780d2b
2801,Kevin Strootman,nl NED,MF,Roma,it Serie A,27,1990,32,2258,71,66.0,25.1,26,,18,6,,3,2.00,40,22,+18,+0.72,-0.44,42.2,28.0,+14.2,+0.57,-0.36,Matches,ef2e5e1a
2802,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,26,1991,30,2531,84,74.0,28.1,28,,27,2,,3,1.23,36,43,-7,-0.25,+0.56,33.9,36.7,-2.8,-0.10,+0.23,Matches,f91e81c9
2803,Cristhian Stuani,uy URU,FW,Girona,es La Liga,30,1986,33,2710,82,79.2,30.1,32,84,18,1,24,3,1.42,36,44,-8,-0.27,-0.14,38.4,37.0,+1.4,+0.05,+0.20,Matches,220c11f1
2804,Stefano Sturaro,it ITA,MFDF,Juventus,it Serie A,24,1993,12,613,51,17.9,6.8,7,,2,5,,21,2.58,10,1,+9,+1.32,-0.38,8.6,3.0,+5.6,+0.82,+0.10,Matches,2334478a
2805,Daniel Sturridge,eng ENG,FW,West Brom,eng Premier League,27,1989,6,118,20,3.5,1.3,2,,0,4,,1,1.00,2,5,-3,-2.29,-1.69,2.0,2.4,-0.4,-0.34,-0.04,Matches,1b7ec703
2806,Daniel Sturridge,eng ENG,FW,Liverpool,eng Premier League,27,1989,9,431,48,12.6,4.8,5,,1,4,,5,1.78,7,3,+4,+0.84,-0.43,9.5,3.2,+6.3,+1.32,+0.33,Matches,1b7ec703
2807,Damián Suárez,uy URU,DF,Getafe,es La Liga,29,1988,33,2877,87,84.1,32.0,33,87,31,0,,0,1.42,36,27,+9,+0.28,+0.28,38.7,31.1,+7.7,+0.24,+0.11,Matches,ba5004e1
2808,Denis Suárez,es ESP,MFFW,Barcelona,es La Liga,23,1994,18,595,33,17.4,6.6,4,82,3,14,19,9,2.39,23,5,+18,+2.72,+1.07,18.2,10.9,+7.3,+1.11,+0.01,Matches,12c50af5
2809,Leonardo Suárez,ar ARG,MF,Villarreal,es La Liga,21,1996,1,29,29,0.8,0.3,0,,0,1,29,1,0.00,0,1,-1,-3.10,-3.32,0.0,1.1,-1.1,-3.28,-3.30,Matches,25c72b36
2810,Luis Suárez,uy URU,FW,Barcelona,es La Liga,30,1987,33,2899,88,84.8,32.2,32,90,28,1,30,2,2.42,82,25,+57,+1.77,-0.48,70.7,34.5,+36.2,+1.12,+0.20,Matches,a6154613
2811,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,32,1984,34,2939,86,85.9,32.7,34,86,32,0,,0,2.09,68,41,+27,+0.83,-1.61,53.1,41.2,+11.9,+0.36,+0.01,Matches,f6db3bd5
2812,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,28,1988,16,1440,90,42.1,16.0,16,90,16,0,,0,2.00,27,13,+14,+0.87,+1.65,24.9,21.1,+3.8,+0.24,+0.55,Matches,821233cc
2813,Neven Subotić,rs SRB,DF,Dortmund,de Bundesliga,28,1988,4,271,68,8.9,3.0,3,,3,1,,5,1.25,4,5,-1,-0.33,-0.91,6.0,5.2,+0.8,+0.28,-0.46,Matches,821233cc
2814,Isaac Success,ng NGA,FWMF,Watford,eng Premier League,21,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,f573a8bf
2815,Isaac Success,ng NGA,MFFW,Málaga,es La Liga,21,1996,9,492,55,14.4,5.5,7,67,1,2,13,3,0.44,4,10,-6,-1.10,-0.14,5.7,9.3,-3.6,-0.66,-0.12,Matches,f573a8bf
2816,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,21,1995,27,1926,71,62.9,21.4,20,,20,7,,7,2.52,55,20,+35,+1.64,-0.67,44.2,22.1,+22.1,+1.03,-0.71,Matches,e33c06cf
2817,Ćazim Suljić,ba BIH,FW,Crotone,it Serie A,20,1996,0,,,,,0,,0,0,,18,,,,,,,,,,,,Matches,b8c23930
2818,Marlon Sündermann,de GER,GK,Hannover 96,de Bundesliga,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,f5c0f120
2819,Ki Sung-yueng,kr KOR,MF,Swansea City,eng Premier League,28,1989,25,1868,75,54.6,20.8,21,,16,4,,0,0.96,16,29,-13,-0.63,+0.24,17.0,30.2,-13.2,-0.64,+0.16,Matches,1d8c99b0
2820,Gilles Sunu,tg TOG,MFFW,Angers,fr Ligue 1,26,1991,20,655,33,19.2,7.3,5,62,0,15,23,11,0.90,9,10,-1,-0.14,+0.16,8.8,9.4,-0.6,-0.08,-0.16,Matches,beff5d14
2821,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,30,1986,25,1856,74,54.3,20.6,20,,19,5,,11,1.00,20,29,-9,-0.44,-0.03,19.3,31.5,-12.3,-0.59,-0.12,Matches,7d41b619
2822,Markel Susaeta,es ESP,FWMF,Athletic Club,es La Liga,29,1987,34,2264,67,66.2,25.2,26,80,12,8,22,4,1.09,31,34,-3,-0.12,+0.27,33.2,34.2,-1.0,-0.04,-0.07,Matches,6fd1ba62
2823,Suso,es ESP,FWMF,Milan,it Serie A,23,1993,35,2830,81,82.7,31.4,33,,20,2,,1,1.74,47,31,+16,+0.51,+0.81,42.7,30.3,+12.4,+0.39,+0.10,Matches,4e219ad2
2824,Markus Suttner,at AUT,DF,Brighton,eng Premier League,30,1987,14,1179,84,34.5,13.1,13,,13,1,,8,0.93,9,18,-9,-0.69,-0.25,10.6,19.4,-8.9,-0.68,-0.48,Matches,7391c2d9
2825,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,21,1995,3,256,85,7.5,2.8,2,90,2,1,76,14,2.00,8,4,+4,+1.41,+0.38,3.3,4.8,-1.5,-0.54,-0.97,Matches,8417953b
2826,Issiaga Sylla,gn GUI,DFFW,Toulouse,fr Ligue 1,23,1994,25,1602,64,46.8,17.8,17,88,15,8,13,10,0.88,13,28,-15,-0.84,-0.79,17.9,26.6,-8.6,-0.49,-0.59,Matches,b99bec05
2827,Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,17,1999,5,304,61,8.9,3.4,3,86,2,2,23,5,2.00,6,1,+5,+1.48,+0.47,5.3,3.5,+1.8,+0.53,+0.18,Matches,d8b97bb3
