,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
2348,Roberto Soriano,it ITA,MFFW,Villarreal,es La Liga,26,1991,12.7,0,21,6,28.6,1.66,0.47,0.00,0.00,21.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches,9d4c45d6
2349,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,38,1979,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,048877f5
2350,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,27,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,46b5375e
2351,Rayan Souici,fr FRA,MF,Saint-Étienne,fr Ligue 1,19,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e3ad3368
2352,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,25,1992,13.2,0,1,0,0.0,0.08,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,7b075c75
2353,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,18,1999,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ae59b359
2354,Samuel Souprayen,fr FRA,DF,Hellas Verona,it Serie A,28,1989,17.6,0,5,0,0.0,0.28,0.00,0.00,,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,f7c9fcd6
2355,Arnaud Souquet,fr FRA,DF,Nice,fr Ligue 1,25,1992,26.8,0,7,1,14.3,0.26,0.04,0.00,0.00,17.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,4e0afc5d
2356,Çağlar Söyüncü,tr TUR,DF,Freiburg,de Bundesliga,21,1996,23.9,1,9,3,33.3,0.38,0.13,0.11,0.33,21.3,1,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,21166ff4
2357,Luca Sparandeo,it ITA,DF,Benevento,it Serie A,17,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dfbb3234
2358,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,38,1979,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8e65a5e5
2359,Leonardo Spinazzola,it ITA,DF,Atalanta,it Serie A,24,1993,16.7,0,9,1,11.1,0.54,0.06,0.00,0.00,17.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,3626daea
2360,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,34,1983,20.0,0,7,0,0.0,0.35,0.00,0.00,,9.2,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches,9a560ebe
2361,Marco Sportiello,it ITA,GK,Fiorentina,it Serie A,25,1992,35.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ac4003af
2362,Bassem Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,20,1997,9.7,3,24,7,29.2,2.48,0.72,0.13,0.43,17.8,0,0,0,2.3,2.3,0.10,+0.7,+0.7,Matches,84549a07
2363,Kostas Stafylidis,gr GRE,DFMF,Stoke City,eng Premier League,23,1993,3.7,0,4,0,0.0,1.07,0.00,0.00,,27.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,861e0116
2364,Kostas Stafylidis,gr GRE,FWDF,Augsburg,de Bundesliga,23,1993,0.4,0,1,0,0.0,2.73,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,861e0116
2365,Benjamin Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,26,1990,24.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5939baa2
2366,Junior Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,27,1989,14.3,5,44,19,43.2,3.08,1.33,0.09,0.21,21.7,8,1,1,3.9,3.1,0.07,+1.1,+0.9,Matches,6992791d
2367,Caleb Stanko,us USA,DF,Freiburg,de Bundesliga,24,1993,2.1,0,1,0,0.0,0.47,0.00,0.00,,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,381e52af
2368,Niklas Stark,de GER,DFMF,Hertha BSC,de Bundesliga,22,1995,24.6,1,11,5,45.5,0.45,0.20,0.09,0.20,12.5,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches,aad48be9
2369,Tom Starke,de GER,GK,Bayern Munich,de Bundesliga,36,1981,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5b52d1f7
2370,Timo Stavitski,fi FIN,MFFW,Caen,fr Ligue 1,18,1999,4.5,0,1,0,0.0,0.22,0.00,0.00,,9.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,6fb7edd3
2371,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,25,1991,7.3,0,5,1,20.0,0.68,0.14,0.00,0.00,15.4,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,dd669209
2372,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,21,1995,4.1,0,8,1,12.5,1.94,0.24,0.00,0.00,23.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,500cd987
2373,Pascal Stenzel,de GER,MFDF,Freiburg,de Bundesliga,21,1996,21.6,1,15,4,26.7,0.70,0.19,0.07,0.25,23.3,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches,99f7e9aa
2374,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,28,1989,36.0,0,19,2,10.5,0.53,0.06,0.00,0.00,23.0,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches,653ee42d
2375,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,23,1994,22.0,2,11,4,36.4,0.50,0.18,0.18,0.50,11.5,0,0,0,1.3,1.3,0.12,+0.7,+0.7,Matches,6adbc307
2376,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,22,1995,7.9,5,19,8,42.1,2.40,1.01,0.26,0.63,15.6,0,0,0,2.2,2.2,0.12,+2.8,+2.8,Matches,7b536033
2377,Mariusz Stępiński,pl POL,FW,Nantes,fr Ligue 1,22,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7b536033
2378,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,22,1994,28.7,18,86,33,38.4,2.99,1.15,0.20,0.52,14.9,0,1,1,16.2,15.3,0.18,+1.8,+1.7,Matches,b400bde0
2379,Ognjen Stijepović,me MNE,FWMF,Sampdoria,it Serie A,17,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,80ad4216
2380,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,28,1988,30.3,6,71,25,35.2,2.34,0.83,0.08,0.24,18.9,0,0,0,6.3,6.3,0.09,-0.3,-0.3,Matches,7cd6badb
2381,Valentin Stocker,ch SUI,MF,Hertha BSC,de Bundesliga,28,1989,0.6,0,3,2,66.7,5.19,3.46,0.00,0.00,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,6b85f966
2382,Adrian Stoian,ro ROU,MFFW,Crotone,it Serie A,26,1991,23.7,2,20,6,30.0,0.84,0.25,0.10,0.33,21.7,0,0,0,1.6,1.0,0.05,+0.4,+1.0,Matches,4468b31a
2383,John Stones,eng ENG,DF,Manchester City,eng Premier League,23,1994,14.5,0,11,4,36.4,0.76,0.28,0.00,0.00,12.0,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,5eecec3d
2384,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,22,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,339fe0e8
2385,Ivan Strinić,hr CRO,DF,Sampdoria,it Serie A,30,1987,13.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,52e2ef8f
2386,Tobias Strobl,de GER,MF,M'Gladbach,de Bundesliga,27,1990,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,17780d2b
2387,Kevin Strootman,nl NED,MF,Roma,it Serie A,27,1990,25.1,1,20,7,35.0,0.80,0.28,0.05,0.14,16.0,0,0,0,2.7,2.7,0.14,-1.7,-1.7,Matches,ef2e5e1a
2388,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,26,1991,28.1,1,19,5,26.3,0.68,0.18,0.05,0.20,16.6,1,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches,f91e81c9
2389,Cristhian Stuani,uy URU,FW,Girona,es La Liga,30,1986,30.1,21,69,32,46.4,2.29,1.06,0.23,0.50,13.3,0,5,5,17.6,13.6,0.20,+3.4,+2.4,Matches,220c11f1
2390,Stefano Sturaro,it ITA,MFDF,Juventus,it Serie A,24,1993,6.8,0,5,1,20.0,0.73,0.15,0.00,0.00,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,2334478a
2391,Daniel Sturridge,eng ENG,FW,West Brom,eng Premier League,27,1989,1.3,0,3,0,0.0,2.29,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,1b7ec703
2392,Daniel Sturridge,eng ENG,FW,Liverpool,eng Premier League,27,1989,4.8,2,21,8,38.1,4.39,1.67,0.10,0.25,17.5,1,0,0,2.3,2.3,0.11,-0.3,-0.3,Matches,1b7ec703
2393,Damián Suárez,uy URU,DF,Getafe,es La Liga,29,1988,32.0,1,10,4,40.0,0.31,0.13,0.10,0.25,30.7,2,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches,ba5004e1
2394,Denis Suárez,es ESP,MFFW,Barcelona,es La Liga,23,1994,6.6,2,12,5,41.7,1.82,0.76,0.17,0.40,16.3,0,0,0,1.9,1.9,0.16,+0.1,+0.1,Matches,12c50af5
2395,Leonardo Suárez,ar ARG,MF,Villarreal,es La Liga,21,1996,0.3,0,1,0,0.0,3.10,0.00,0.00,,26.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,25c72b36
2396,Luis Suárez,uy URU,FW,Barcelona,es La Liga,30,1987,32.2,25,120,54,45.0,3.73,1.68,0.20,0.44,13.6,12,1,1,23.4,22.6,0.19,+1.6,+1.4,Matches,a6154613
2397,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,32,1984,32.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f6db3bd5
2398,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,28,1988,16.0,2,6,3,50.0,0.37,0.19,0.33,0.67,9.6,0,0,0,0.8,0.8,0.14,+1.2,+1.2,Matches,821233cc
2399,Neven Subotić,rs SRB,DF,Dortmund,de Bundesliga,28,1988,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,821233cc
2400,Isaac Success,ng NGA,MFFW,Málaga,es La Liga,21,1996,5.5,0,8,1,12.5,1.46,0.18,0.00,0.00,17.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,f573a8bf
2401,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,21,1995,21.4,2,18,7,38.9,0.84,0.33,0.11,0.29,13.1,0,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches,e33c06cf
2402,Ki Sung-yueng,kr KOR,MF,Swansea City,eng Premier League,28,1989,20.8,2,20,6,30.0,0.96,0.29,0.10,0.33,24.8,1,0,0,0.9,0.9,0.05,+1.1,+1.1,Matches,1d8c99b0
2403,Gilles Sunu,tg TOG,MFFW,Angers,fr Ligue 1,26,1991,7.3,1,11,2,18.2,1.51,0.27,0.09,0.50,18.1,1,0,0,1.6,1.6,0.15,-0.6,-0.6,Matches,beff5d14
2404,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,30,1986,20.6,2,18,6,33.3,0.87,0.29,0.11,0.33,24.1,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches,7d41b619
2405,Markel Susaeta,es ESP,FWMF,Athletic Club,es La Liga,29,1987,25.2,3,27,12,44.4,1.07,0.48,0.11,0.25,19.3,3,0,0,2.0,2.0,0.08,+1.0,+1.0,Matches,6fd1ba62
2406,Suso,es ESP,FWMF,Milan,it Serie A,23,1993,31.4,6,94,37,39.4,2.99,1.18,0.06,0.16,24.3,12,0,0,4.3,4.3,0.05,+1.7,+1.7,Matches,4e219ad2
2407,Markus Suttner,at AUT,DF,Brighton,eng Premier League,30,1987,13.1,0,3,0,0.0,0.23,0.00,0.00,,29.3,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,7391c2d9
2408,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,21,1995,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8417953b
2409,Issiaga Sylla,gn GUI,DFFW,Toulouse,fr Ligue 1,23,1994,17.8,1,14,3,21.4,0.79,0.17,0.07,0.33,24.8,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches,b99bec05
2410,Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,17,1999,3.4,2,10,5,50.0,2.96,1.48,0.20,0.40,15.3,0,0,0,1.5,1.5,0.15,+0.5,+0.5,Matches,d8b97bb3
2411,Ádám Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,29,1987,10.0,5,27,11,40.7,2.71,1.10,0.19,0.45,12.6,0,0,0,3.4,3.4,0.13,+1.6,+1.6,Matches,53e07d0b
2412,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,27,1990,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,01b8a2b2
2413,Alexander Søderlund,no NOR,FW,Saint-Étienne,fr Ligue 1,29,1987,4.0,0,6,3,50.0,1.49,0.74,0.00,0.00,14.6,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches,e61d33f1
2414,Frederik Sørensen,dk DEN,DF,Köln,de Bundesliga,25,1992,22.2,2,15,4,26.7,0.67,0.18,0.13,0.50,12.3,0,0,0,2.7,2.7,0.18,-0.7,-0.7,Matches,68635c10
2415,Lasse Sørensen,dk DEN,MF,Stoke City,eng Premier League,17,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ce9c203e
2416,Alexander Sørloth,no NOR,FW,Crystal Palace,eng Premier League,21,1995,4.0,0,7,3,42.9,1.75,0.75,0.00,0.00,17.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,e92cd3f7
2417,Adel Taarabt,ma MAR,FWMF,Genoa,it Serie A,28,1989,17.9,2,33,11,33.3,1.84,0.61,0.06,0.18,21.2,0,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches,47dc80f5
2418,Franck Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,28,1989,11.6,0,2,0,0.0,0.17,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,15e1afd5
2419,Dušan Tadić,rs SRB,MFFW,Southampton,eng Premier League,28,1988,31.0,6,39,12,30.8,1.26,0.39,0.13,0.42,17.2,1,1,1,5.8,5.0,0.13,+0.2,0.0,Matches,2475dcc6
2420,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,21,1996,27.0,0,7,2,28.6,0.26,0.07,0.00,0.00,11.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,bd142efb
2421,Ervin Taha,fr FRA,FW,Bordeaux,fr Ligue 1,18,1999,0.4,0,1,1,100.0,2.31,2.31,0.00,0.00,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,942c6dc3
2422,Mehdi Tahrat,dz ALG,MF,Angers,fr Ligue 1,27,1990,4.9,0,5,1,20.0,1.02,0.20,0.00,0.00,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,ec1aa15e
2423,Saphir Taïder,dz ALG,MF,Bologna,it Serie A,25,1992,4.3,0,3,1,33.3,0.70,0.23,0.00,0.00,13.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,a12d0c05
2424,Flavien Tait,fr FRA,MF,Angers,fr Ligue 1,24,1993,24.8,4,58,26,44.8,2.34,1.05,0.07,0.15,22.8,3,0,0,4.0,4.0,0.07,0.0,0.0,Matches,a0f9b535
2425,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,23,1994,18.7,0,7,3,42.9,0.37,0.16,0.00,0.00,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,8da74c05
2426,Tana,es ESP,MFFW,Las Palmas,es La Liga,26,1990,17.2,1,14,6,42.9,0.81,0.35,0.07,0.17,20.5,0,0,0,2.0,2.0,0.15,-1.0,-1.0,Matches,ef345601
2427,Oussama Tannane,ma MAR,FW,Las Palmas,es La Liga,23,1994,6.4,0,13,5,38.5,2.04,0.79,0.00,0.00,25.1,3,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,730bd100
2428,Oussama Tannane,ma MAR,FW,Saint-Étienne,fr Ligue 1,23,1994,2.3,0,7,6,85.7,3.04,2.61,0.00,0.00,16.1,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches,730bd100
2429,Matt Targett,eng ENG,DF,Southampton,eng Premier League,21,1995,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e514ab62
2430,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,24,1992,31.0,0,18,4,22.2,0.58,0.13,0.00,0.00,9.9,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches,15ea812b
2431,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,31,1986,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b056e3da
2432,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,28,1988,22.8,12,49,22,44.9,2.15,0.96,0.18,0.41,14.2,1,3,3,10.0,7.7,0.16,+2.0,+1.3,Matches,d520120b
2433,Taleb Tawatha,il ISR,DFMF,Eint Frankfurt,de Bundesliga,25,1992,4.9,0,3,0,0.0,0.61,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,bbb496b5
2434,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,23,1993,10.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cc2d7ad5
2435,Jordan Tell,fr FRA,FWMF,Rennes,fr Ligue 1,20,1997,1.3,1,7,1,14.3,5.53,0.79,0.14,1.00,12.9,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches,4f093689
2436,Cristian Tello,es ESP,FWMF,Betis,es La Liga,25,1991,18.8,4,34,17,50.0,1.81,0.90,0.12,0.24,20.8,1,0,0,2.2,2.2,0.07,+1.8,+1.8,Matches,72a99e38
2437,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,25,1992,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6f51e382
2438,Simon Terodde,de GER,FW,Stuttgart,de Bundesliga,29,1988,10.6,2,21,6,28.6,1.98,0.57,0.10,0.33,12.3,0,0,1,3.5,2.7,0.13,-1.5,-0.7,Matches,863ff1ee
2439,Simon Terodde,de GER,FW,Köln,de Bundesliga,29,1988,12.9,5,21,10,47.6,1.63,0.78,0.19,0.40,12.7,0,1,1,5.4,4.6,0.22,-0.4,-0.6,Matches,863ff1ee
2440,Marco Terrazzino,de GER,MFFW,Freiburg,de Bundesliga,26,1991,16.5,0,25,8,32.0,1.51,0.48,0.00,0.00,18.7,2,0,0,1.9,1.9,0.08,-1.9,-1.9,Matches,7e689867
2441,Martin Terrier,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,18.6,3,50,17,34.0,2.69,0.92,0.06,0.18,18.8,0,0,0,4.9,4.9,0.10,-1.9,-1.9,Matches,5148dcc5
2442,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,21,1995,17.9,1,7,3,42.9,0.39,0.17,0.14,0.33,12.9,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches,77d7c96f
2443,Cedric Teuchert,de GER,FW,Schalke 04,de Bundesliga,20,1997,0.4,0,5,2,40.0,13.24,5.29,0.00,0.00,15.2,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,f956479d
2444,Florian Thauvin,fr FRA,FW,Marseille,fr Ligue 1,24,1993,32.8,22,126,47,37.3,3.84,1.43,0.15,0.40,17.9,6,3,4,16.7,13.6,0.11,+5.3,+5.4,Matches,2b9fdeea
2445,Kévin Théophile-Catherine,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1989,24.1,0,3,0,0.0,0.12,0.00,0.00,,9.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,6b994195
2446,Cyril Théréau,fr FRA,FWMF,Udinese,it Serie A,34,1983,2.0,2,2,1,50.0,1.00,0.50,0.50,1.00,29.2,1,1,1,0.9,0.1,0.06,+1.1,+0.9,Matches,4d3ab428
2447,Cyril Théréau,fr FRA,FWMF,Fiorentina,it Serie A,34,1983,12.4,5,28,9,32.1,2.27,0.73,0.07,0.22,20.3,0,3,3,5.6,3.3,0.12,-0.6,-1.3,Matches,4d3ab428
2448,Vincent Thill,lu LUX,MF,Metz,fr Ligue 1,17,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7de29631
2449,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,29,1988,27.4,2,17,6,35.3,0.62,0.22,0.12,0.33,10.4,0,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches,275e2c51
2450,Adrien Thomasson,fr FRA,MFFW,Nantes,fr Ligue 1,23,1993,28.6,5,58,16,27.6,2.02,0.56,0.09,0.31,17.5,0,0,0,4.2,4.2,0.07,+0.8,+0.8,Matches,c76b7567
2451,Erik Thommy,de GER,FW,Augsburg,de Bundesliga,22,1994,1.9,0,5,1,20.0,2.69,0.54,0.00,0.00,20.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,df8e7b62
2452,Erik Thommy,de GER,MF,Stuttgart,de Bundesliga,22,1994,10.9,2,29,9,31.0,2.66,0.83,0.07,0.22,24.1,9,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches,df8e7b62
2453,Marcus Thuram,fr FRA,FW,Guingamp,fr Ligue 1,19,1997,21.4,3,51,20,39.2,2.38,0.93,0.06,0.15,14.9,0,0,0,5.7,5.7,0.11,-2.7,-2.7,Matches,6f8cd6d0
2454,Youri Tielemans,be BEL,MF,Monaco,fr Ligue 1,20,1997,17.4,0,25,12,48.0,1.43,0.69,0.00,0.00,23.5,0,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches,56f7a928
2455,David Timor,es ESP,MFDF,Girona,es La Liga,27,1989,10.3,2,12,5,41.7,1.17,0.49,0.17,0.40,32.1,3,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches,174651c8
2456,Jonathan Tinhan,bj BEN,MFFW,Troyes,fr Ligue 1,28,1989,0.8,0,1,0,0.0,1.23,0.00,0.00,,9.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches,871fc5f8
2457,Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,24,1993,13.9,0,6,1,16.7,0.43,0.07,0.00,0.00,21.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,45954ec7
2458,Tito,es ESP,DF,Leganés,es La Liga,32,1985,6.8,0,1,0,0.0,0.15,0.00,0.00,,20.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,7cefa219
2459,Ola Toivonen,se SWE,FWMF,Toulouse,fr Ligue 1,31,1986,8.9,0,19,4,21.1,2.14,0.45,0.00,0.00,14.9,1,0,0,2.1,2.1,0.11,-2.1,-2.1,Matches,de4fe7a2
2460,Karl Toko Ekambi,cm CMR,FWMF,Angers,fr Ligue 1,24,1992,33.8,17,99,43,43.4,2.93,1.27,0.14,0.33,16.0,1,3,3,17.1,14.7,0.15,-0.1,-0.7,Matches,5ceba7fc
2461,Hernán Toledo,ar ARG,FWMF,Las Palmas,es La Liga,21,1996,6.9,0,3,1,33.3,0.43,0.14,0.00,0.00,17.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,93568a16
2462,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,22,1994,17.5,6,42,18,42.9,2.40,1.03,0.14,0.33,19.7,0,0,0,4.5,4.5,0.11,+1.5,+1.5,Matches,652d4c37
2463,Jeremy Toljan,de GER,DFFW,Hoffenheim,de Bundesliga,22,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a96e5dc0
2464,Jeremy Toljan,de GER,DF,Dortmund,de Bundesliga,22,1994,13.5,1,8,2,25.0,0.59,0.15,0.13,0.50,25.2,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches,a96e5dc0
2465,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,26,1990,27.2,1,20,5,25.0,0.74,0.18,0.05,0.20,12.9,0,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches,c56dc39e
2466,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,28,1989,26.5,3,23,8,34.8,0.87,0.30,0.13,0.38,12.6,0,0,0,2.2,2.2,0.11,+0.8,+0.8,Matches,e7ca0439
2467,Nenad Tomović,rs SRB,DF,Fiorentina,it Serie A,29,1987,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6aafdc27
2468,Nenad Tomović,rs SRB,DF,Chievo,it Serie A,29,1987,25.6,0,15,2,13.3,0.59,0.08,0.00,0.00,9.8,0,0,0,2.1,2.1,0.14,-2.1,-2.1,Matches,6aafdc27
2469,Lorenzo Tonelli,it ITA,DF,Napoli,it Serie A,27,1990,3.9,1,3,2,66.7,0.77,0.51,0.33,0.50,11.2,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches,8cc29864
2470,Aleksandar Tonev,bg BUL,FWMF,Crotone,it Serie A,27,1990,4.5,0,10,3,30.0,2.24,0.67,0.00,0.00,25.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,c15d1af9
2471,Toño,es ESP,DF,Levante,es La Liga,27,1989,12.0,0,2,1,50.0,0.17,0.08,0.00,0.00,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,d4ef9ac5
2472,Ömer Toprak,tr TUR,DF,Dortmund,de Bundesliga,28,1989,22.4,0,13,1,7.7,0.58,0.04,0.00,0.00,12.7,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,c5fd13e9
2473,Vasilis Torosidis,gr GRE,DF,Bologna,it Serie A,32,1985,9.1,0,2,1,50.0,0.22,0.11,0.00,0.00,31.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,8ea2c099
2474,Emanuele Torrasi,it ITA,MF,Milan,it Serie A,18,1999,0.1,0,,0,,,0.00,,,,,0,0,,,,,,Matches,16bc48f8
2475,Lucas Torreira,uy URU,MF,Sampdoria,it Serie A,21,1996,35.3,4,33,10,30.3,0.93,0.28,0.12,0.40,26.5,6,0,0,1.4,1.4,0.04,+2.6,+2.6,Matches,52611641
